
----------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |    Rel. |    Aki    | Acc. |         Ei           Ek          |    Lower level     |        Upper level         |Type|
           Wavelength |    Int. |    s^-1   |      |        (eV)         (eV)         |--------------------|----------------------------|    |
            Vac (nm)  |         |           |      |                                  | Conf.       | Term | Conf.               | Term |    |
----------------------------------------------------------------------------------------------------------------------------------------------
                      |         |           |      |                                  |             |      |                     |      |    |
            100.0142  |      80 |           |      |    0.836228    -     13.232883   | 5d3         | 4F   | 5d2.(3F).6p         | 2G*  |    |
            100.0664  |     200 |           |      |    1.147646    -     13.537871   | 5d3         | 4F   | 5d2.(3F).6p         | 4G*  |    |
            100.0953  |       6 |           |      |    2.009145    -     14.395858   | 5d3         | 2H   | 5d2.(3P).6p         | 4D*  |    |
            100.1335  |     100 |           |      |    0.00000     -     12.381952   | 5d3         | 4F   | 5d2.(1D).6p         | 2D*  |    |
            100.1883  |     200 |           |      |    2.987527    -     15.362658   | 5d3         | 2G   | 5d2.(1G).6p         | 2F*  |    |
                      |         |           |      |                                  |             |      |                     |      |    |
            100.2091  |       2 |           |      |    5.423257    -     17.795881   | 5d3         | 2D1  | 5d.(2D).6s.6p.(3P*) | 2D*  |    |
            100.2753  |      50 |           |      |    5.911511    -     18.275936   | 5d2.(3P).6s | 4P   | 5d.(2D).6s.6p.(3P*) | 4P*  |    |
            100.3230  |       6 |           |      |    0.438593    -     12.797216   | 5d3         | 4F   | 5d2.(3F).6p         | 4D*  |    |
            100.3860  |     500 |           |      |    1.147646    -     13.498402   | 5d3         | 4F   | 5d2.(1G).6p         | 2G*  |    |
            100.6439  |       1 |           |      |    2.276940    -     14.596064   | 5d3         | 2P   | 5d2.(1D).6p         | 2P*  |    |
                      |         |           |      |                                  |             |      |                     |      |    |
            100.6669  |      80 |           |      |    6.994635    -     19.310909   | 5d2.(1D).6s | 2D   | 5d.(2D).6s.6p.(3P*) | 2F*  |    |
            100.7744  |       6 |           |      |    2.131273    -     14.434470   | 5d3         | 4P   | 5d2.(1D).6p         | 2P*  |    |
            100.7889  |       3 |           |      |    2.009145    -     14.310619   | 5d3         | 2H   | 5d2.(3F).6p         | 2G*  |    |
            100.8006  |       6 |           |      |    2.296065    -     14.596064   | 5d3         | 2D2  | 5d2.(1D).6p         | 2P*  |    |
            100.8681  |     100 |           |      |    3.463825    -     15.755569   | 5d3         | 2F   | 5d2.(1G).6p         | 2F*  |    |
                      |         |           |      |                                  |             |      |                     |      |    |
            100.9384  |       6 |           |      |    5.911511    -     18.194708   | 5d2.(3P).6s | 4P   | 5d.(2D).6s.6p.(3P*) | 2D*  |    |
            101.0914  |    60bl |           |      |    2.131273    -     14.395858   | 5d3         | 4P   | 5d2.(3P).6p         | 4D*  |    |
            101.0957  |    40bl |           |      |    5.366854    -     17.630985   | 5d3         | 2D1  | 5d2.(1S).6p         | 2P*  |    |
            101.1354  |      30 |           |      |    2.822670    -     15.081939   | 5d3         | 2D2  | 5d2.(1D).6p         | 2F*  |    |
            101.1587  |       3 |           |      |    8.019417    -     20.275881   | 5d2.(3P).6s | 2P   | 5d.(2D).6s.6p.(1P*) | 2D*  |    |
